,Price,Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags,Age
4404,10663,1266,HONDA,FIT,Hatchback,No,Hybrid,1.5,106000 ,4.0,Variator,Front,Right-hand drive,White,0,10
4405,14113,308,TOYOTA,Prius,Jeep,Yes,Hybrid,1.8,339710 ,4.0,Automatic,Front,Left wheel,White,12,10
4406,188,891,HYUNDAI,Santa FE,Jeep,Yes,Petrol,2.0,80486 ,4.0,Automatic,Front,Left wheel,Orange,12,8
4407,1882,746,TOYOTA,Prius,Sedan,Yes,Hybrid,1.5,142426 ,4.0,Automatic,Front,Left wheel,White,12,15
4408,110,0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,208000 ,4.0,Tiptronic,Front,Left wheel,Black,12,11
4409,1490,586,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,174106 ,4.0,Automatic,Front,Left wheel,White,0,12
4410,17249,0,KIA,Forte,Sedan,No,Petrol,1.8,120000 ,4.0,Tiptronic,Front,Left wheel,Grey,6,9
4412,706,753,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,133162 ,4.0,Automatic,Front,Left wheel,Silver,12,12
4413,28100,781,CHEVROLET,Cruze,Hatchback,Yes,Petrol,1.4,21000 ,4.0,Tiptronic,Front,Left wheel,White,10,6
4415,8938,640,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,106675 ,4.0,Automatic,Front,Left wheel,Silver,4,11
4417,784,781,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,161530 ,4.0,Automatic,Front,Left wheel,Silver,12,12
4419,11604,0,DODGE,Caliber,Jeep,No,LPG,2.0,134500 ,4.0,Variator,Front,Left wheel,Orange,8,15
4421,9722,0,FORD,Transit Connect,Goods wagon,No,Diesel,1.8,230000 ,4.0,Manual,Front,Left wheel,Sky blue,2,15
4422,9095,502,HONDA,FIT,Hatchback,No,Petrol,1.5,41000 ,4.0,Automatic,Front,Left wheel,Blue,6,11
4424,13172,1077,TOYOTA,CHR,Jeep,Yes,Petrol,2.0,24302 ,4.0,Automatic,Front,Left wheel,Red,12,5
4425,9408,642,FORD,Focus,Sedan,Yes,Petrol,2.0,136000 ,4.0,Automatic,Front,Left wheel,Carnelian red,10,12
4428,14113,741,KIA,Cadenza,Sedan,Yes,Petrol,2.4,40103 ,4.0,Automatic,Front,Left wheel,Black,4,12
4429,392,761,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,408997 ,4.0,Automatic,Front,Left wheel,White,12,14
4432,9722,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,574647 ,4.0,Automatic,Front,Left wheel,Orange,4,9
4433,8467,765,FORD,Focus,Sedan,No,Petrol,2.0,116923 ,4.0,Tiptronic,Front,Left wheel,White,8,9
4434,12388,518,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,67429 ,4.0,Automatic,Front,Left wheel,Black,0,8
4435,18817,1017,HYUNDAI,Elantra,Sedan,Yes,Petrol,2.0,105600 ,4.0,Tiptronic,Front,Left wheel,White,8,7
4437,13485,502,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,77000 ,4.0,Variator,Front,Left wheel,Red,0,11
4438,11604,0,VOLKSWAGEN,Touran,Minivan,No,Petrol,2.0,176000 ,4.0,Tiptronic,Front,Right-hand drive,Black,12,20
4439,20071,1211,BMW,X5,Jeep,Yes,Diesel,3.0,141200 ,4.0,Tiptronic,4x4,Left wheel,White,12,14
4441,470,583,NISSAN,Juke,Jeep,Yes,Petrol,1.6,0 ,4.0,Automatic,Front,Left wheel,Black,0,13
4443,34673,777,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,117466 ,4.0,Automatic,Front,Left wheel,Grey,4,10
4444,19736,730,HYUNDAI,Elantra,Sedan,Yes,Diesel,1.6,37405 ,4.0,Automatic,Front,Left wheel,White,4,8
4446,15681,521,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4,132000 ,4.0,Automatic,Front,Left wheel,Blue,8,13
4450,17876,900,KIA,Optima,Sedan,No,Petrol,2.4,66100 ,4.0,Tiptronic,Front,Left wheel,Black,12,9
4452,17562,271,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,66000 ,4.0,Automatic,Front,Left wheel,Silver,4,10
4453,16559,695,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.8,51678 ,4.0,Automatic,Front,Left wheel,Silver,4,9
4455,8624,0,TOYOTA,Vitz,Hatchback,No,Petrol,1.3,190000 ,4.0,Variator,Front,Right-hand drive,Purple,4,18
4457,6800,0,OPEL,Corsa Corsa,Hatchback,No,Petrol,1.2,234313 ,4.0,Manual,Front,Left wheel,Silver,4,21
4458,392,1024,TOYOTA,RAV 4,Jeep,Yes,Petrol,2.5,136139 ,4.0,Automatic,Front,Left wheel,Red,12,14
4459,4077,1277,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,67165 ,4.0,Automatic,Front,Left wheel,Blue,12,6
4460,21326,753,TOYOTA,Camry,Sedan,Yes,Petrol,2.4,113000 ,4.0,Tiptronic,Front,Left wheel,Silver,8,12
4461,12585,687,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,128965 ,4.0,Automatic,Front,Left wheel,White,4,14
4463,15994,0,FORD,Transit,Goods wagon,No,Diesel,2.2,190000 ,4.0,Manual,Front,Left wheel,Blue,4,14
4464,14426,0,NISSAN,X-Trail,Jeep,Yes,Petrol,2.0,98345 ,4.0,Automatic,4x4,Left wheel,White,4,18
4466,14500,761,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,97000 ,4.0,Automatic,Front,Left wheel,Black,8,14
4469,5000,0,OPEL,Vectra C,Universal,No,Diesel,2.2,312000 ,4.0,Automatic,Front,Left wheel,Black,4,20
4470,15612,629,HYUNDAI,Accent,Sedan,Yes,Diesel,1.6,97382 ,4.0,Automatic,Front,Left wheel,White,4,9
4472,18503,1202,HYUNDAI,Sonata,Sedan,No,Petrol,2.4,0 ,4.0,Automatic,Front,Left wheel,Red,0,7
4475,8938,777,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,53310 ,4.0,Automatic,Front,Left wheel,Black,12,10
4476,941,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,225510 ,4.0,Automatic,Front,Left wheel,White,12,11
4477,706,639,AUDI,A4,Sedan,Yes,Petrol,2.0,162032 ,4.0,Automatic,Front,Left wheel,Black,0,10
4479,31361,0,MINI,Countryman s,Jeep,No,Petrol,1.6,88000 ,4.0,Tiptronic,4x4,Left wheel,Black,0,11
4480,25889,730,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,79420 ,4.0,Automatic,Front,Left wheel,Blue,4,8
4482,21012,0,KIA,Optima,Sedan,Yes,Petrol,2.4,60000 ,4.0,Tiptronic,Front,Left wheel,Grey,10,9
4483,38737,765,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,93000 ,4.0,Automatic,Front,Left wheel,White,4,9
4484,9252,640,CHEVROLET,Cruze,Sedan,Yes,Diesel,2.0,46721 ,4.0,Automatic,Front,Left wheel,White,4,11
4485,14113,638,KIA,Optima,Sedan,Yes,Petrol,2.0,65376 ,4.0,Automatic,Front,Left wheel,Silver,4,10
4486,28852,0,BMW,328,Sedan,Yes,Petrol,2.0,145000 ,4.0,Tiptronic,Rear,Left wheel,Grey,8,11
4488,15367,649,HONDA,FIT,Hatchback,No,Petrol,1.5,110000 ,4.0,Automatic,Front,Left wheel,Grey,12,14
4490,12231,503,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,147698 ,4.0,Automatic,Front,Left wheel,White,8,12
4491,14081,1024,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,124850 ,4.0,Automatic,Front,Left wheel,White,4,14
4492,21953,595,FORD,Fusion,Sedan,Yes,Petrol,1.5,102506 ,4.0,Automatic,Front,Left wheel,White,6,9
4493,14686,836,SSANGYONG,Actyon,Sedan,Yes,Diesel,2.0,120682 ,4.0,Automatic,Front,Left wheel,Silver,4,14
4494,15053,0,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,95000 ,4.0,Automatic,Front,Left wheel,Silver,6,12
4495,21357,836,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,193488 ,4.0,Automatic,Front,Left wheel,Silver,4,14
4496,18826,531,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,108042 ,4.0,Automatic,Front,Left wheel,Grey,4,12
4498,23834,0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,60000 ,4.0,Tiptronic,Front,Left wheel,Black,6,10
4500,251,607,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,39552 ,4.0,Automatic,Front,Left wheel,Black,12,5
4501,9722,609,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,127515 ,4.0,Automatic,Front,Left wheel,Black,12,6
4503,40983,639,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,163472 ,4.0,Automatic,Front,Left wheel,Grey,4,10
4504,18240,687,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,52418 ,4.0,Automatic,Front,Left wheel,White,4,14
4505,50,0,HONDA,FIT,Hatchback,No,Petrol,1.3,14000 ,4.0,Automatic,Front,Right-hand drive,Blue,2,18
4508,11133,640,FORD,C-MAX,Hatchback,No,Hybrid,2.0,135383 ,4.0,Tiptronic,Front,Left wheel,Black,12,11
4510,19287,294,CHEVROLET,Volt,Sedan,Yes,Plug-in Hybrid,1.4,96102 ,4.0,Tiptronic,Front,Left wheel,White,8,9
4512,30828,642,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,115412 ,4.0,Automatic,Front,Left wheel,White,4,12
4514,14113,0,HONDA,Insight,Hatchback,No,Hybrid,1.3,203200 ,4.0,Variator,Front,Left wheel,Black,6,14
4515,549,1077,TOYOTA,CHR,Jeep,Yes,Petrol,2.0,39221 ,4.0,Automatic,Front,Left wheel,Grey,12,5
4517,6429,749,HYUNDAI,Tucson,Jeep,Yes,Petrol,2.4,0 ,4.0,Automatic,Front,Left wheel,Silver,0,10
4518,11259,638,KIA,Optima,Sedan,Yes,Petrol,2.0,54112 ,4.0,Automatic,Front,Left wheel,White,4,10
4519,6586,1202,HYUNDAI,Santa FE,Sedan,Yes,Petrol,2.4,77766 ,4.0,Automatic,Front,Left wheel,Grey,12,7
4521,18817,891,HYUNDAI,Elantra,Sedan,No,Petrol,2.0,71191 ,4.0,Automatic,Front,Left wheel,White,7,8
4522,11290,1277,HYUNDAI,Santa FE,Sedan,Yes,Petrol,2.4,44240 ,4.0,Automatic,4x4,Left wheel,White,12,6
4523,25716,0,TOYOTA,Prius,Hatchback,No,Plug-in Hybrid,1.8,135200 ,4.0,Variator,Front,Left wheel,Silver,9,12
4524,35071,891,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,80700 ,4.0,Automatic,Front,Left wheel,Black,4,8
4525,7683,640,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,53000 ,4.0,Automatic,Front,Left wheel,Silver,4,11
4528,20385,0,MITSUBISHI,Outlander,Jeep,No,Petrol,2.0,208000 ,4.0,Tiptronic,4x4,Left wheel,White,4,13
4529,13900,0,TOYOTA,Camry XLE,Sedan,Yes,Hybrid,2.4,204800 ,4.0,Automatic,Front,Left wheel,Sky blue,6,14
4530,38016,1249,HYUNDAI,H1,Universal,Yes,Diesel,2.5,100900 ,4.0,Automatic,Front,Left wheel,Silver,4,7
4531,251,749,CHEVROLET,Captiva,Jeep,Yes,Petrol,2.4,195987 ,4.0,Automatic,Front,Left wheel,Blue,12,10
4532,11133,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,179381 ,4.0,Automatic,Front,Left wheel,Black,12,10
4533,6586,0,MAZDA,Demio 12,Sedan,No,Petrol,1.3,134499 ,4.0,Automatic,Front,Left wheel,Black,4,20
4535,5018,639,VOLKSWAGEN,Passat,Sedan,Yes,Diesel,2.0,77349 ,4.0,Automatic,Front,Left wheel,White,12,10
4536,15053,779,FORD,Fusion,Sedan,No,Petrol,2.5,160000 ,4.0,Variator,Front,Left wheel,Carnelian red,16,11
4538,11917,562,FIAT,500 46 ml,Coupe,Yes,Petrol,1.4,75200 ,4.0,Tiptronic,Front,Left wheel,White,8,9
4539,17876,0,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,152000 ,4.0,Automatic,Front,Left wheel,White,8,12
4540,27375,502,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,73938 ,4.0,Automatic,Front,Left wheel,Red,4,11
4541,8154,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,585977 ,4.0,Automatic,Front,Left wheel,Orange,4,9
4542,784,353,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,171306 ,4.0,Automatic,Front,Left wheel,Silver,12,9
4544,3500,0,TOYOTA,Wish,Minivan,No,Petrol,2.0,98000 ,4.0,Automatic,Front,Right-hand drive,White,4,19
4545,188,382,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.5,125358 ,4.0,Automatic,Front,Left wheel,Grey,0,7
4547,12544,0,TOYOTA,Prius,Sedan,No,Hybrid,1.5,2700 ,4.0,Variator,Front,Left wheel,Brown,6,16
4549,8467,585,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,126000 ,4.0,Tiptronic,Front,Left wheel,Grey,10,11
4550,23659,784,HONDA,FIT,Hatchback,Yes,Petrol,1.5,42642 ,4.0,Automatic,Front,Left wheel,Silver,4,7
4552,19914,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,458966 ,4.0,Automatic,Front,Left wheel,Orange,4,8
4553,188,585,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,0 ,4.0,Automatic,Front,Left wheel,Red,0,11
4554,19416,583,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,159381 ,4.0,Automatic,Front,Left wheel,White,4,13
4555,35309,640,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,97035 ,4.0,Automatic,Front,Left wheel,Black,4,11
4557,8467,0,NISSAN,Tiida,Hatchback,Yes,Petrol,1.5,129000 ,4.0,Automatic,Front,Right-hand drive,Yellow,4,18
4561,32910,777,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,154154 ,4.0,Automatic,Front,Left wheel,Black,4,10
4562,65,0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,137600 ,4.0,Automatic,Front,Left wheel,Blue,6,11
4563,11992,687,CHEVROLET,Lacetti,Sedan,Yes,Petrol,1.6,133608 ,4.0,Automatic,Front,Left wheel,White,4,14
4564,7840,0,TOYOTA,Vitz RS,Hatchback,No,LPG,1.5,191558 ,4.0,Variator,Front,Right-hand drive,Grey,2,19
4565,9408,490,OPEL,Combo,Goods wagon,No,Diesel,1.3,95000 ,4.0,Manual,Front,Left wheel,White,4,13
4567,13956,271,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,107000 ,4.0,Automatic,Front,Left wheel,White,12,10
4568,34692,1091,HYUNDAI,H1,Universal,Yes,Diesel,2.5,168131 ,4.0,Automatic,Front,Left wheel,White,4,8
4571,16308,474,FIAT,500 Lounge,Coupe,Yes,Petrol,1.4,81064 ,4.0,Tiptronic,Front,Left wheel,Green,12,11
4574,20385,697,TOYOTA,Corolla IM,Hatchback,No,Petrol,1.8,78000 ,4.0,Manual,Front,Left wheel,Silver,8,9
4575,784,530,NISSAN,Versa,Sedan,Yes,Petrol,1.6,125928 ,4.0,Automatic,Front,Left wheel,Silver,12,11
4576,3763,259,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.4,138491 ,4.0,Automatic,Front,Left wheel,Black,0,10
4577,10986,707,CHEVROLET,Cruze,Sedan,Yes,Diesel,2.0,202420 ,4.0,Automatic,Front,Left wheel,White,4,13
4580,80,0,HYUNDAI,Sonata,Sedan,No,Petrol,2.4,1000 ,4.0,Automatic,Front,Left wheel,Silver,6,12
4583,14426,639,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,169024 ,4.0,Automatic,Front,Left wheel,White,4,10
4584,27422,751,JEEP,Compass,Jeep,Yes,Petrol,2.4,101709 ,4.0,Automatic,Front,Left wheel,Grey,4,11
4585,8154,0,HONDA,FIT,Hatchback,No,Petrol,1.3,229000 ,4.0,Variator,Front,Right-hand drive,Blue,2,20
4587,17562,0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,19000 ,4.0,Automatic,Front,Left wheel,Grey,6,14
4591,18817,0,TOYOTA,Corolla,Sedan,No,LPG,1.8,127000 ,4.0,Automatic,Front,Left wheel,White,8,15
4592,15612,583,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,120000 ,4.0,Automatic,Front,Left wheel,Grey,4,13
4593,9408,0,OPEL,Agila,Hatchback,No,LPG,1.2,236000 ,4.0,Manual,Front,Left wheel,White,4,16
4594,282,640,FORD,Fusion,Sedan,Yes,Hybrid,2.0,174619 ,4.0,Automatic,Front,Left wheel,Grey,0,11
4596,40346,345,TOYOTA,Aqua,Universal,Yes,Hybrid,1.5,10409 ,4.0,Automatic,Front,Left wheel,Black,4,8
4597,22843,707,SSANGYONG,Korando,Jeep,Yes,Diesel,2.0,115102 ,4.0,Automatic,Front,Left wheel,White,4,13
4600,12522,1024,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,134990 ,4.0,Automatic,Front,Left wheel,Yellow,4,14
4602,3763,420,HYUNDAI,Ioniq,Hatchback,Yes,Hybrid,1.6,29450 ,4.0,Automatic,Front,Left wheel,Grey,12,5
4603,45,0,TOYOTA,Prius,Sedan,No,Hybrid,1.8,256000 ,4.0,Automatic,Front,Left wheel,White,0,13
4605,13485,0,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,291200 ,4.0,Automatic,Front,Left wheel,Black,6,16
4606,12858,0,HONDA,FIT,Sedan,No,Hybrid,1.3,147000 ,4.0,Automatic,Front,Right-hand drive,Silver,6,12
4611,13485,753,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,82000 ,4.0,Tiptronic,Front,Left wheel,Black,14,12
4613,23521,1091,TOYOTA,Camry,Sedan,No,Petrol,2.5,123000 ,4.0,Automatic,Front,Left wheel,Black,12,8
4617,28078,446,HONDA,FIT,Hatchback,Yes,Petrol,1.3,27083 ,4.0,Automatic,Front,Left wheel,Black,4,10
4618,11447,501,HONDA,FIT,Hatchback,No,Petrol,1.5,80000 ,4.0,Manual,Front,Left wheel,Grey,4,10
4619,9722,424,CHEVROLET,Spark,Sedan,Yes,Petrol,1.0,39232 ,4.0,Automatic,Front,Left wheel,White,4,9
4620,18189,0,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,58100 ,4.0,Variator,Front,Left wheel,Silver,0,10
4622,13172,0,TOYOTA,Prius,Sedan,No,Hybrid,1.8,156000 ,4.0,Variator,Front,Left wheel,Black,4,11
4623,10036,639,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,255784 ,4.0,Automatic,Front,Left wheel,Silver,4,10
4624,26814,333,SUBARU,Crosstrek,Hatchback,Yes,Hybrid,2.0,50342 ,4.0,Automatic,Front,Left wheel,Silver,8,10
4626,12231,781,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,2.5,78000 ,4.0,Automatic,Front,Left wheel,Black,8,12
4630,15132,707,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,155127 ,4.0,Automatic,Front,Left wheel,Grey,4,13
4632,10976,843,HONDA,FIT,Sedan,No,Petrol,1.5,156000 ,4.0,Automatic,Front,Left wheel,White,3,16
4633,3607,862,FORD,Escape,Jeep,Yes,Hybrid,2.5,168966 ,4.0,Automatic,4x4,Left wheel,White,0,13
4635,6272,777,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,55811 ,4.0,Automatic,Front,Left wheel,Black,12,10
4636,17876,0,TOYOTA,Prius,Sedan,No,Hybrid,1.8,15000 ,4.0,Automatic,Front,Left wheel,Red,12,13
4637,11917,0,TOYOTA,Prius,Sedan,No,Hybrid,1.5,3200 ,4.0,Automatic,Front,Left wheel,Silver,4,18
4638,10036,363,KIA,Picanto,Sedan,Yes,Petrol,1.0,31288 ,4.0,Automatic,Front,Left wheel,Beige,4,11
4640,30455,934,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,35463 ,4.0,Automatic,Front,Left wheel,Silver,4,9
4643,11011,836,SSANGYONG,Actyon,Jeep,Yes,Diesel,2.0,211344 ,4.0,Automatic,Front,Left wheel,White,4,14
4645,12544,0,TOYOTA,Camry,Sedan,Yes,Hybrid,1.8,180000 ,4.0,Automatic,Front,Left wheel,Black,6,14
4646,784,382,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.5,81440 ,4.0,Automatic,Front,Left wheel,Black,0,7
4648,14426,0,KIA,RIO,Hatchback,No,Petrol,1.2,170000 ,4.0,Manual,Front,Left wheel,Silver,2,8
4650,14269,0,TOYOTA,Aqua,Hatchback,No,Petrol,1.5,158000 ,4.0,Automatic,Front,Right-hand drive,Silver,2,12
4651,12544,475,CHEVROLET,Cruze sonic,Sedan,Yes,Petrol,1.4,121000 ,4.0,Automatic,Front,Left wheel,Orange,8,12
4652,4861,1515,CHEVROLET,Nubira,Goods wagon,No,Petrol,1.8,127000 ,4.0,Manual,Front,Left wheel,Blue,3,19
4653,2430,891,HYUNDAI,Elantra,Sedan,Yes,Petrol,2.0,89747 ,4.0,Automatic,Front,Left wheel,Silver,12,8
4656,32772,764,KIA,Optima,Sedan,Yes,Diesel,1.7,30068 ,4.0,Automatic,Front,Left wheel,Black,4,8
4657,5645,891,HONDA,Civic,Sedan,Yes,Petrol,2.0,78222 ,4.0,Automatic,Front,Left wheel,Blue,12,8
4658,9252,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,510853 ,4.0,Automatic,Front,Left wheel,Orange,4,9
4659,15681,765,FORD,Focus TITANIUM,Sedan,Yes,Petrol,2.0,102000 ,4.0,Tiptronic,Front,Left wheel,Grey,10,9
4660,8467,0,TOYOTA,Vitz,Sedan,No,Petrol,1.5,135000 ,4.0,Automatic,Front,Right-hand drive,Grey,10,19
4663,33575,880,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,53871 ,4.0,Automatic,Front,Left wheel,White,4,6
4665,47,1017,MERCEDES-BENZ,GLA 250,Jeep,Yes,Petrol,2.0,43651 ,4.0,Automatic,Front,Left wheel,Silver,0,7
4666,11368,1047,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,117771 ,4.0,Automatic,Front,Left wheel,Silver,4,17
4668,4077,1249,NISSAN,Altima,Sedan,Yes,Petrol,2.5,70907 ,4.0,Automatic,Front,Left wheel,Black,12,7
4670,5488,790,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.6,112282 ,4.0,Automatic,Front,Left wheel,Silver,4,15
4671,7213,397,CHEVROLET,Matiz,Sedan,Yes,Petrol,1.0,38799 ,4.0,Automatic,Front,Left wheel,Black,4,13
4673,11917,0,FIAT,500,Sedan,Yes,Petrol,1.4,112000 ,4.0,Manual,Front,Left wheel,White,5,11
4674,23521,781,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,89000 ,4.0,Tiptronic,Front,Left wheel,White,12,12
4676,37611,639,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,53528 ,4.0,Automatic,Front,Left wheel,Black,4,10
4677,15681,585,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,180000 ,4.0,Tiptronic,Front,Left wheel,Silver,0,11
4679,4077,640,FORD,Fusion,Sedan,Yes,Hybrid,2.0,320554 ,4.0,Automatic,Front,Left wheel,White,0,11
4680,470,1077,TOYOTA,Century,Jeep,Yes,Petrol,2.0,10610 ,4.0,Automatic,Front,Left wheel,Silver,12,5
4681,1019,585,MERCEDES-BENZ,C 250,Sedan,Yes,Petrol,1.8,156477 ,4.0,Automatic,Rear,Left wheel,White,12,11
4682,9512,761,CHEVROLET,Lacetti,Sedan,Yes,Petrol,1.8,118875 ,4.0,Automatic,Front,Left wheel,Grey,4,14
4683,6429,639,VOLKSWAGEN,Scirocco,Sedan,Yes,Petrol,2.0,88733 ,4.0,Automatic,Front,Left wheel,Black,12,10
4684,14897,836,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,52997 ,4.0,Automatic,Front,Left wheel,Silver,4,14
4685,9252,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,389338 ,4.0,Automatic,Front,Left wheel,Orange,4,9
4686,16443,836,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,179767 ,4.0,Automatic,Front,Left wheel,Grey,4,14
4689,8500,1148,SUZUKI,Swift,Hatchback,No,Petrol,1.2,98000 ,4.0,Automatic,Front,Right-hand drive,Black,2,13
4690,12388,761,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,231003 ,4.0,Automatic,Front,Left wheel,Golden,10,14
4691,15991,707,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,112387 ,4.0,Automatic,Front,Left wheel,Grey,4,13
4692,25591,530,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,48088 ,4.0,Automatic,Front,Left wheel,Grey,4,11
4694,470,761,TOYOTA,Prius,Jeep,Yes,Hybrid,1.8,408997 ,4.0,Automatic,Front,Left wheel,White,12,14
4695,6700,1148,NISSAN,March,Hatchback,No,Petrol,1.2,58000 ,4.0,Automatic,Front,Right-hand drive,Silver,2,13
4696,470,645,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,32974 ,4.0,Automatic,Front,Left wheel,Silver,0,13
4697,17249,584,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,88000 ,4.0,Automatic,Front,Left wheel,Grey,8,10
4698,1098,690,TOYOTA,Yaris,Hatchback,Yes,Petrol,1.5,132528 ,4.0,Automatic,Front,Left wheel,Silver,12,8
4700,14454,531,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,149935 ,4.0,Automatic,Front,Left wheel,Black,4,12
4701,17876,0,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,156800 ,4.0,Automatic,Front,Left wheel,Blue,12,11
4702,29793,934,MAZDA,CX-5,Jeep,No,Petrol,2.5,140000 ,4.0,Tiptronic,4x4,Left wheel,Grey,6,9
4703,11274,645,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.8,173877 ,4.0,Automatic,Front,Left wheel,Grey,4,13
4704,16621,0,FORD,Transit,Microbus,No,Diesel,2.4,180000 ,4.0,Manual,Rear,Left wheel,White,2,20
4706,16935,642,FORD,C-MAX,Hatchback,No,Hybrid,2.0,94408 ,4.0,Automatic,Front,Left wheel,Black,8,12
4707,13956,764,CHEVROLET,Orlando,Jeep,Yes,Petrol,2.0,34328 ,4.0,Automatic,Front,Left wheel,Grey,4,9
4708,10349,0,NISSAN,Tiida,Sedan,No,LPG,1.5,243075 ,4.0,Automatic,Front,Left wheel,Golden,0,19
4710,18817,0,TOYOTA,Prius,Sedan,No,Petrol,1.8,123000 ,4.0,Automatic,Front,Left wheel,Grey,6,12
4713,8154,753,KIA,Optima,Sedan,No,Petrol,2.4,178892 ,4.0,Automatic,Front,Left wheel,Silver,8,12
4717,9408,0,HONDA,FIT,Hatchback,No,Petrol,1.3,129000 ,4.0,Automatic,Front,Right-hand drive,Black,6,17
4718,25086,1249,TOYOTA,Camry SE,Sedan,Yes,Petrol,2.5,54000 ,4.0,Tiptronic,Front,Left wheel,Black,12,7
4719,19444,707,AUDI,A3,Hatchback,Yes,Petrol,2.0,145600 ,4.0,Manual,Front,Left wheel,Black,8,13
4721,8154,1156,FORD,Explorer,Jeep,Yes,Petrol,2.3,87688 ,4.0,Automatic,Front,Left wheel,Grey,12,7
